unified_id,kg_id,hgnc_id,symbol,entrez_id,ensembl_gene_id,uniprot_ids,refseq_accession,symbol_in_kg,biogrid_id
0,2,HGNC:17579,STARD3,10948,ENSG00000131748,Q14849,NM_001165937,STARD3,116148
1,3,HGNC:25846,PYCR3,65263,ENSG00000104524,Q53H96,NM_023078,PYCR3,122418
2,32774,HGNC:2734,DDX1,1653,ENSG00000079785,Q92499,NM_004939,DDX1,108019
3,65542,HGNC:2294,COX8A,1351,ENSG00000176340,P10176,NM_004074,COX8A,107744
4,65546,HGNC:14922,PLAAT1,57110,ENSG00000127252,Q9HDD0,NM_001366112,PLAAT1,121376
5,32781,HGNC:4550,GPS2,2874,ENSG00000132522,Q13227,NM_004489,GPS2,109132
6,65549,HGNC:14623,CDCA2,157313,ENSG00000184661,Q69YH5,NM_152562,CDCA2,127593
7,17,HGNC:6239,KCND3,3752,ENSG00000171385,Q9UK17,NM_172198,KCND3,109954
8,32785,HGNC:19441,RIOX2,84864,ENSG00000170854,Q8IUF8,NM_032778,RIOX2,124309
9,65553,HGNC:22228,KRBA1,84626,ENSG00000133619,,NM_032534,KRBA1,124155
10,65555,HGNC:25513,GPN2,54707,ENSG00000142751,Q9H9Y4,NM_018066,GPN2,120104
11,65556,HGNC:7587,MYL6,4637,ENSG00000092841,P60660,NM_021019,MYL6,110721
12,27,HGNC:13995,PRDM10,56980,ENSG00000170325,Q9NQV6,NM_199437,PRDM10,121298
13,28,HGNC:11764,TG,7038,ENSG00000042832,P01266,NM_003235,TG,112896
14,32797,HGNC:1577,CCNA1,8900,ENSG00000133101,P78396,NM_003914,CCNA1,114417
15,32801,HGNC:28356,TBC1D16,125058,ENSG00000167291,Q8TBP0,NM_019020,TBC1D16,125913
16,65572,HGNC:6398,KPNA5,3841,ENSG00000196911,O15131,NM_002269,KPNA5,110039
17,37,HGNC:12539,UGT1A7,54577,ENSG00000244122,Q9HAW7,NM_019077,UGT1A7,120055
18,32808,HGNC:31922,ERC2,26059,ENSG00000187672,O15083,NM_015576,ERC2,117521
19,45,HGNC:10726,SEMA3D,223117,ENSG00000153993,O95025,NM_152754,SEMA3D,128826
20,49,HGNC:23355,DEPP1,11067,ENSG00000165507,Q9NTK1,NM_007021,DEPP1,116251
21,65592,HGNC:3436,ERCC4,2072,ENSG00000175595,Q92889,NM_005236,ERCC4,108384
22,61,HGNC:18008,NXN,64359,ENSG00000167693,Q6DKJ4,NM_001205319,NXN,122144
23,62,HGNC:16892,CD96,10225,ENSG00000153283,P40200,NM_001318889,CD96,115519
24,65599,HGNC:20461,NME7,29922,ENSG00000143156,Q9Y5B8,NM_013330,NME7,118963
25,32837,HGNC:10901,SKP2,6502,ENSG00000145604,Q13309,NM_005983,SKP2,112393
26,65606,HGNC:3145,TRPV5,56302,ENSG00000127412,Q9NQA5,NM_019841,TRPV5,121137
27,71,HGNC:7977,NR2F6,2063,ENSG00000160113,P10588,NM_005234,NR2F6,108375
28,32840,HGNC:17316,TIMM44,10469,ENSG00000104980,O43615,NM_006351,TIMM44,115732
29,32844,HGNC:15679,CTTNBP2,83992,ENSG00000077063,Q8WZ74,NM_033427,CTTNBP2,123842
30,65615,HGNC:28889,TMED3,23423,ENSG00000166557,Q9Y3Q3,NM_007364,TMED3,116993
31,32851,HGNC:9541,PSMB4,5692,ENSG00000159377,P28070,NM_002796,PSMB4,111665
32,84,HGNC:3381,EPB42,2038,ENSG00000166947,P16452,NM_000119,EPB42,108352
33,32856,HGNC:17663,PITRM1,10531,ENSG00000107959,Q5JRX3,NM_001242307,PITRM1,115786
34,89,HGNC:17809,SMG6,23293,ENSG00000070366,Q86US8,NM_001256827,SMG6,116888
35,88,HGNC:12925,ZNF140,7699,ENSG00000196387,P52738,NM_003440,ZNF140,113493
36,65627,HGNC:30764,TRAIP,10293,ENSG00000183763,Q9BWF2,NM_005879,TRAIP,115581
37,92,HGNC:8930,PHKG1,5260,ENSG00000164776,Q16816,NM_006213,PHKG1,111278
38,32863,HGNC:23730,GPRIN2,9721,ENSG00000204175,O60269,NM_014696,GPRIN2,115070
39,102,HGNC:4512,ADGRG1,9289,ENSG00000205336,Q9Y653,NM_001145770,ADGRG1,114704
40,32877,HGNC:32363,CHAC2,494143,ENSG00000143942,Q8WUX2,NM_001008708,CHAC2,138943
41,65648,HGNC:19235,AATF,26574,ENSG00000275700,Q9NY61,NM_012138,AATF,117743
42,113,HGNC:27900,C17orf67,339210,ENSG00000214226,Q0P5P2,NM_001085430,C17orf67,130843
43,65656,HGNC:18762,SLC36A2,153201,ENSG00000186335,Q495M3,NM_181776,SLC36A2,127483
44,32891,HGNC:23581,TIMM23B,100652748,ENSG00000204152,Q5SRD1,NM_001290117,TIMM23B,1530130
45,124,HGNC:14530,SP6,80320,ENSG00000189120,Q3SY56,NM_199262,SP6,123233
46,32896,HGNC:2571,CYB561,1534,ENSG00000008283,P49447,NM_001915,CYB561,107914
47,131,HGNC:11422,CENPX,201254,ENSG00000169689,A8MT69,NM_144998,CENPX,128376
48,135,HGNC:17378,NAGPA,51172,ENSG00000103174,Q9UK23,NM_016256,NAGPA,119351
49,65672,HGNC:11743,TFAP2B,7021,ENSG00000008196,Q92481,NM_003221,TFAP2B,112879
50,32906,HGNC:20065,USP30,84749,ENSG00000135093,Q70CQ3,NM_032663,USP30,124238
51,65674,HGNC:21421,WDR31,114987,ENSG00000148225,,NM_145241,WDR31,125405
52,32908,HGNC:25959,GIN1,54826,ENSG00000145723,Q9NXP7,NM_017676,GIN1,120180
53,32909,HGNC:18811,B3GNT7,93010,ENSG00000156966,Q8NFL0,NM_145236,B3GNT7,124994
54,142,HGNC:44,TAP2,6891,ENSG00000204267,Q03519,NM_000544,TAP2,112754
55,32911,HGNC:15580,PDE4DIP,9659,ENSG00000178104,Q5VU43,NM_014644,PDE4DIP,115017
56,141,HGNC:21391,SLAMF8,56833,ENSG00000158714,Q9P0V8,NM_020125,SLAMF8,121206
57,65678,HGNC:7381,MST1R,4486,ENSG00000164078,Q04912,NM_001244937,MST1R,110592
58,149,HGNC:7221,MPP3,4356,ENSG00000161647,Q13368,NM_001932,MPP3,110496
59,154,HGNC:10069,RNF6,6049,ENSG00000127870,Q9Y252,NM_005977,RNF6,111976
60,65690,HGNC:20799,SLC35D2,11046,ENSG00000130958,Q76EJ3,NM_001286990,SLC35D2,116234
61,65697,HGNC:6135,ITGA10,8515,ENSG00000143127,O75578,NM_003637,ITGA10,114087
62,161,HGNC:16353,MAGED2,10916,ENSG00000102316,Q9UNF1,NM_014599,MAGED2,116121
63,168,HGNC:24905,CREBZF,58487,ENSG00000137504,Q9NS37,NM_001039618,CREBZF,121817
64,65704,HGNC:5047,HNRNPR,10236,ENSG00000125944,O43390,NM_005826,HNRNPR,115530
65,32938,HGNC:16046,UNC50,25972,ENSG00000115446,Q53HI1,NM_014044,UNC50,117456
66,174,HGNC:17077,CTDSP2,10106,ENSG00000175215,O14595,NM_005730,CTDSP2,115412
67,65710,HGNC:17810,AMOT,154796,ENSG00000126016,Q4VCS5,NM_133265,AMOT,127557
68,32945,HGNC:13139,ZNF7,7553,ENSG00000147789,P17097,NM_003416,ZNF7,113385
69,32951,HGNC:4819,HAS2,3037,ENSG00000170961,Q92819,NM_005328,HAS2,109287
70,184,HGNC:4315,GLE1,2733,ENSG00000119392,Q53GS7,NM_001003722,GLE1,108995
71,65720,HGNC:29796,LAMTOR2,28956,ENSG00000116586,Q9Y2Q5,NM_014017,LAMTOR2,118783
72,65724,HGNC:4496,GPR39,2863,ENSG00000183840,O43194,NM_001508,GPR39,109121
73,65727,HGNC:26351,DDIAS,220042,ENSG00000165490,Q8IXT1,NM_145018,DDIAS,128620
74,65731,HGNC:587,APEX1,328,ENSG00000100823,P27695,NM_001641,APEX1,106825
75,197,HGNC:3149,ECH1,1891,ENSG00000104823,Q13011,NM_001398,ECH1,108220
76,32966,HGNC:14151,METRN,79006,ENSG00000103260,Q9UJH8,NM_024042,METRN,122477
77,200,HGNC:13095,ZNF32,7580,ENSG00000169740,P17041,NM_006973,ZNF32,113409
78,65738,HGNC:3346,ENDOG,2021,ENSG00000167136,Q14249,NM_004435,ENDOG,108336
79,205,HGNC:25568,FANCI,55215,ENSG00000140525,Q9NVI1,NM_018193,FANCI,120511
80,65742,HGNC:12939,ZNF154,7710,ENSG00000179909,Q13106,NM_001085384,ZNF154,113504
81,65741,HGNC:7504,MTX1,4580,ENSG00000173171,Q13505,NM_198883,MTX1,110667
82,65744,HGNC:30314,TASOR,23272,ENSG00000163946,Q9UK61,NM_015224,TASOR,116873
83,32977,HGNC:29242,SH3PXD2B,285590,ENSG00000174705,A1X283,NM_017963,SH3PXD2B,130149
84,219,HGNC:29259,TAOK1,57551,ENSG00000160551,Q7L7X3,NM_020791,TAOK1,121607
85,65756,HGNC:17889,APEX2,27301,ENSG00000169188,Q9UBZ4,NM_001271748,APEX2,118124
86,65755,HGNC:20256,SFMBT2,57713,ENSG00000198879,Q5VUG0,NM_001029880,SFMBT2,121736
87,32989,HGNC:30728,NSA2,10412,ENSG00000164346,O95478,NM_014886,NSA2,115683
88,225,HGNC:13055,ZMYM4,9202,ENSG00000146463,Q5VZL5,NM_005095,ZMYM4,114636
89,65763,HGNC:1631,CD163,9332,ENSG00000177575,Q86VB7,NM_004244|NM_203416,CD163,114741
90,65773,HGNC:16187,SLC52A3,113278,ENSG00000101276,Q9NQ40,NM_033409,SLC52A3,125241
91,244,HGNC:25701,CHD9,80205,ENSG00000177200,Q3L8U1,NM_025134,CHD9,123174
92,65781,HGNC:28826,WDR82,80335,ENSG00000164091,Q6UXN9,NM_025222,WDR82,123245
93,247,HGNC:5387,IDI1,3422,ENSG00000067064,Q13907,NM_004508,IDI1,109648
94,33018,HGNC:6302,KCNS3,3790,ENSG00000170745,Q9BQ31,NM_002252,KCNS3,109991
95,251,HGNC:23472,SLC25A28,81894,ENSG00000155287,Q96A46,NM_031212,SLC25A28,123626
96,65789,HGNC:1976,CIDEA,1149,ENSG00000176194,O60543,NM_001279,CIDEA,107570
97,254,HGNC:1773,CDK4,1019,ENSG00000135446,P11802,NM_000075,CDK4,107454
98,256,HGNC:16508,RAB3IP,117177,ENSG00000127328,Q96QF0,NM_022456,RAB3IP,125566
99,33026,HGNC:2348,CREBBP,1387,ENSG00000005339,Q92793,NM_004380,CREBBP,107777
100,33036,HGNC:29450,GLIS2,84662,ENSG00000126603,Q9BZE0,NM_032575,GLIS2,124182
101,269,HGNC:9889,RBBP6,5930,ENSG00000122257,Q7Z6E9,NM_006910,RBBP6,111865
102,281,HGNC:12505,UBL4A,8266,ENSG00000102178,P11441,NM_014235,UBL4A,113885
103,65820,HGNC:8998,PIP4K2B,8396,ENSG00000276293,P78356,NM_003559,PIP4K2B,113985
104,287,HGNC:14909,TAS2R1,50834,ENSG00000169777,Q9NYW7,NM_001386348,TAS2R1,119144
105,33065,HGNC:934,BACE2,25825,ENSG00000182240,Q9Y5Z0,NM_012105,BACE2,117353
106,33069,HGNC:21408,PM20D2,135293,ENSG00000146281,Q8IYS1,NM_001010853,PM20D2,126427
107,65839,HGNC:4201,KAT2A,2648,ENSG00000108773,Q92830,NM_021078,KAT2A,108918
108,65840,HGNC:6350,KLF7,8609,ENSG00000118263,O75840,NM_003709,KLF7,114168
109,33078,HGNC:4567,GRB7,2886,ENSG00000141738,Q14451,NM_005310,GRB7,109143
110,65850,HGNC:3166,LPAR1,1902,ENSG00000198121,Q92633,NM_057159,LPAR1,108226
111,316,HGNC:30310,RTBDN,83546,ENSG00000132026,Q9BSG5,NM_031429,RTBDN,123678
112,33085,HGNC:806,ATP1B3,483,ENSG00000069849,P54709,NM_001679,ATP1B3,106973
113,65855,HGNC:29097,TBC1D9B,23061,ENSG00000197226,Q66K14,NM_015043,TBC1D9B,116696
114,323,HGNC:12694,VIPR1,7433,ENSG00000114812,P32241,NM_004624,VIPR1,113274
115,324,HGNC:14244,RAB18,22931,ENSG00000099246,Q9NP72,NM_021252,RAB18,116591
116,65860,HGNC:8803,PDGFRA,5156,ENSG00000134853,P16234,NM_006206,PDGFRA,111182
117,33096,HGNC:17208,BICD2,23299,ENSG00000185963,Q8TD16,NM_015250,BICD2,116891
118,330,HGNC:4920,HIVEP1,3096,ENSG00000095951,P15822,NM_002114,HIVEP1,109343
119,33100,HGNC:7806,NFYC,4802,ENSG00000066136,Q13952,NM_014223,NFYC,110868
120,33102,HGNC:9055,PLCB2,5330,ENSG00000137841,Q00722,NM_001284297,PLCB2,111346
121,344,HGNC:27160,C22orf42,150297,ENSG00000205856,,NM_001010859,C22orf42,127282
122,33128,HGNC:19037,MAST4,375449,ENSG00000069020,O15021,NM_001164664,MAST4,131980
123,65910,HGNC:11200,SOX4,6659,ENSG00000124766,Q06945,NM_003107,SOX4,112542
124,65914,HGNC:16410,DNAJC30,84277,ENSG00000176410,Q96LL9,NM_032317,DNAJC30,124004
125,386,HGNC:6923,MBNL1,4154,ENSG00000152601,Q9NR56,NM_021038,MBNL1,110324
126,33154,HGNC:16147,MCM8,84515,ENSG00000125885,Q9UJA3,NM_032485,MCM8,124109
127,33156,HGNC:30654,XRN1,54464,ENSG00000114127,Q8IZH2,NM_019001,XRN1,119970
128,390,HGNC:9558,PSMD13,5719,ENSG00000185627,Q9UNM6,NM_002817,PSMD13,111691
129,402,HGNC:16467,ACAP1,9744,ENSG00000072818,Q15027,NM_014716,ACAP1,115092
130,65944,HGNC:11841,TLK1,9874,ENSG00000198586,Q9UKI8,NM_012290,TLK1,115206
131,418,HGNC:6773,SMAD7,4092,ENSG00000101665,O15105,NM_005904,SMAD7,110267
132,33190,HGNC:9787,KIF20A,10112,ENSG00000112984,O95235,NM_005733,KIF20A,115418
133,424,HGNC:16385,NSUN5,55695,ENSG00000130305,Q96P11,NM_148956,NSUN5,120820
134,425,HGNC:17182,ASB7,140460,ENSG00000183475,Q9H672,NM_024708,ASB7,126613
135,433,HGNC:25971,WDR55,54853,ENSG00000120314,Q9H6Y2,NM_017706,WDR55,120203
136,442,HGNC:26722,TMEM102,284114,ENSG00000181284,Q8N9M5,NM_178518,TMEM102,129765
137,65983,HGNC:23409,ENPP6,133121,ENSG00000164303,Q6UWR7,NM_153343,ENPP6,126350
138,65984,HGNC:19420,STOML3,161003,ENSG00000133115,Q8TAV4,NM_001144033,STOML3,127771
139,33217,HGNC:26178,FHOD3,80206,ENSG00000134775,Q2V2M9,NM_025135,FHOD3,123175
140,33224,HGNC:30278,RFTN1,23180,ENSG00000131378,Q14699,NM_015150,RFTN1,116792
141,33236,HGNC:20868,ZBTB2,57621,ENSG00000181472,Q8N680,NM_020861,ZBTB2,121667
142,66005,HGNC:28755,C1orf210,149466,ENSG00000253313,Q8IVY1,NM_182517,C1orf210,127215
143,468,HGNC:30238,WLS,79971,ENSG00000116729,Q5T9L3,NM_024911,WLS,123038
144,472,HGNC:14958,PUM2,23369,ENSG00000055917,Q8TB72,NM_015317,PUM2,116949
145,66009,HGNC:25126,NAF1,92345,ENSG00000145414,Q96HR8,NM_138386,NAF1,124938
146,66010,HGNC:14340,VPS29,51699,ENSG00000111237,Q9UBQ0,NM_001282150,VPS29,119683
147,475,HGNC:1076,BMPR1A,657,ENSG00000107779,P36894,NM_004329,BMPR1A,107125
148,66012,HGNC:17192,TIRAP,114609,ENSG00000150455,P58753,NM_148910,TIRAP,125325
149,484,HGNC:28445,ZNF511,118472,ENSG00000198546,Q8NB15,NM_145806,ZNF511,125611
150,66021,HGNC:33777,LCN15,389812,ENSG00000177984,Q6UWW0,NM_203347,LCN15,133279
151,488,HGNC:2325,CPSF2,53981,ENSG00000165934,Q9P2I0,NM_001322270,CPSF2,119826
152,490,HGNC:15492,ANKH,56172,ENSG00000154122,Q9HCJ1,NM_054027,ANKH,121103
153,33258,HGNC:5995,IL1RAP,3556,ENSG00000196083,Q9NPH3,NM_001167929,IL1RAP,109771
154,33262,HGNC:18012,NUDT4B,440672,ENSG00000177144,A0A024RBG1,NM_001355407,NUDT4B,136795
155,33264,HGNC:1780,CDK9,1025,ENSG00000136807,P50750,NM_001261,CDK9,107459
156,498,HGNC:9382,PRKACG,5568,ENSG00000165059,P22612,NM_002732,PRKACG,111555
157,66037,HGNC:6893,MAPT,4137,ENSG00000186868,P10636,NM_016835,MAPT,110308
158,66041,HGNC:9546,PSMB9,5698,ENSG00000240065,P28065,NM_002800,PSMB9,111671
159,33275,HGNC:7154,MME,4311,ENSG00000196549,P08473,NM_000902,MME,110455
160,66045,HGNC:16939,SLU7,10569,ENSG00000164609,O95391,NM_006425,SLU7,115820
161,33281,HGNC:10003,RGS7,6000,ENSG00000182901,P49802,NM_002924,RGS7,111932
162,66052,HGNC:15807,ZNF335,63925,ENSG00000198026,Q9H4Z2,NM_022095,ZNF335,121994
163,519,HGNC:2492,CTAG2,30848,ENSG00000126890,O75638,NM_020994,CTAG2,119058
164,33288,HGNC:19320,CD300C,10871,ENSG00000167850,Q08708,NM_006678,CD300C,116080
165,33294,HGNC:4735,H2AC17,8336,ENSG00000278677,,NM_003514,H2AC17,113932
166,33295,HGNC:29502,PJVK,494513,ENSG00000204311,Q0ZLH3,NM_001042702,PJVK,138969
167,531,HGNC:6541,LDHB,3945,ENSG00000111716,P07195,NM_002300,LDHB,110137
168,33299,HGNC:10604,SCO2,9997,ENSG00000284194,O43819,NM_005138,SCO2,115317
169,66070,HGNC:24319,CMIP,80790,ENSG00000153815,Q8IY22,NM_030629,CMIP,123313
170,66074,HGNC:15852,ARFGAP1,55738,ENSG00000101199,Q8N6T3,NM_018209,ARFGAP1,120856
171,66075,HGNC:2584,CYLD,1540,ENSG00000083799,Q9NQC7,NM_001042355,CYLD,107920
172,66081,HGNC:12485,UBE2I,7329,ENSG00000103275,P63279,NM_003345,UBE2I,113177
173,549,HGNC:7686,NDUFA3,4696,ENSG00000170906,O95167,NM_004542,NDUFA3,110776
174,66086,HGNC:30832,TRAPPC9,83696,ENSG00000167632,Q96Q05,NM_031466,TRAPPC9,123730
175,33320,HGNC:15020,OR2T8,343172,ENSG00000177462,A6NH00,NM_001005522,OR2T8,131236
176,66088,HGNC:26001,SLC66A1,54896,ENSG00000040487,Q6ZP29,NM_017765,SLC66A1,120242
177,33323,HGNC:285,ADRB1,153,ENSG00000043591,P08588,NM_000684,ADRB1,106662
178,33326,HGNC:3154,ECM2,1842,ENSG00000106823,O94769,NM_001393,ECM2,108175
179,559,HGNC:14598,IMMP2L,83943,ENSG00000184903,Q96T52,NM_032549,IMMP2L,123826
180,33330,HGNC:19338,CDK19,23097,ENSG00000155111,Q9BWU1,NM_015076,CDK19,116725
181,33334,HGNC:29471,LAYN,143903,ENSG00000204381,Q6UX15,NM_178834,LAYN,126823
182,66105,HGNC:26506,PPM1M,132160,ENSG00000164088,Q96MI6,NM_144641,PPM1M,126308
183,66107,HGNC:1758,CDH19,28513,ENSG00000071991,Q9H159,NM_021153,CDH19,118390
184,66113,HGNC:24574,SPATS2L,26010,ENSG00000196141,Q9NUQ6,NM_015535,SPATS2L,117483
185,579,HGNC:24530,TMEM186,25880,ENSG00000184857,Q96B77,NM_015421,TMEM186,117394
186,33348,HGNC:2893,DKK3,27122,ENSG00000050165,Q9UBP4,NM_013253,DKK3,118013
187,33353,HGNC:31955,PABPC4L,132430,ENSG00000254535,P0CB38,NM_001114734,PABPC4L,126323
188,585,HGNC:27220,TMEM213,155006,ENSG00000214128,A2RRL7,NM_001085429,TMEM213,127567
189,588,HGNC:21338,PRRX2,51450,ENSG00000167157,Q99811,NM_016307,PRRX2,119548
190,33357,HGNC:26184,TUT1,64852,ENSG00000149016,Q9H6E5,NM_022830,TUT1,122325
191,33359,HGNC:8264,OR2K2,26248,ENSG00000171133,Q8NGT1,NM_205859,OR2K2,117636
192,66128,HGNC:1092,FOXL2,668,ENSG00000183770,P58012,NM_023067,FOXL2,107136
193,596,HGNC:869,ATP7A,538,ENSG00000165240,Q04656,NM_000052,ATP7A,107020
194,603,HGNC:10589,SCN2B,6327,ENSG00000149575,O60939,NM_004588,SCN2B,112232
195,607,HGNC:3213,EEF1G,1937,ENSG00000254772,P26641,NM_001404,EEF1G,108257
196,33377,HGNC:19342,ST6GALNAC5,81849,ENSG00000117069,Q9BVH7,NM_030965,ST6GALNAC5,123600
197,610,HGNC:25196,ZNF653,115950,ENSG00000161914,Q96CK0,NM_138783,ZNF653,125464
198,66145,HGNC:9403,PRKCH,5583,ENSG00000027075,P24723,NM_006255,PRKCH,111569
199,33383,HGNC:11251,SPOCK1,6695,ENSG00000152377,Q08629,NM_004598,SPOCK1,112573
200,66153,HGNC:8071,NXF1,10482,ENSG00000162231,Q9UBU9,NM_006362,NXF1,115745
201,33387,HGNC:6932,MC4R,4160,ENSG00000166603,P32245,NM_005912,MC4R,110330
202,624,HGNC:12730,WARS2,10352,ENSG00000116874,Q9UGM6,NM_015836,WARS2,115633
203,33393,HGNC:9811,RAD21,5885,ENSG00000164754,O60216,NM_006265,RAD21,111822
204,631,HGNC:17333,SPATA4,132851,ENSG00000150628,Q8NEY3,NM_144644,SPATA4,126337
205,66175,HGNC:12687,VHL,7428,ENSG00000134086,P40337,NM_000551,VHL,113269
206,33407,HGNC:24663,RABGAP1L,9910,ENSG00000152061,Q5R372,NM_001243765,RABGAP1L,115239
207,66182,HGNC:29996,GADD45GIP1,90480,ENSG00000179271,Q8TAE8,NM_052850,GADD45GIP1,124721
208,33418,HGNC:4054,IFI6,2537,ENSG00000126709,P09912,NM_022873,IFI6,108812
209,66186,HGNC:3815,FOXI1,2299,ENSG00000168269,Q12951,NM_144769|NM_012188,FOXI1,108588
210,654,HGNC:3600,FBLN1,2192,ENSG00000077942,P23142,NM_006486,FBLN1,108486
211,33422,HGNC:21965,RGP1,9827,ENSG00000107185,Q92546,NM_014785,RGP1,115165
212,66190,HGNC:31045,SLC41A2,84102,ENSG00000136052,Q96JW4,NM_032148,SLC41A2,123891
213,33425,HGNC:7,A2M,2,ENSG00000175899,P01023,NM_000014,A2M,106524
214,33432,HGNC:25599,INAVA,55765,ENSG00000163362,Q3KP66,NM_018265,INAVA,120883
215,33433,HGNC:2873,CYB5R3,1727,ENSG00000100243,P00387,NM_000398,CYB5R3,108071
216,66202,HGNC:2457,CSNK2A1,1457,ENSG00000101266,P68400,NM_001895,CSNK2A1,107841
217,668,HGNC:15965,DAZ3,57054,ENSG00000187191,Q9NR90,NM_020364,DAZ3,121346
218,33437,HGNC:11921,TNFRSF6B,8771,ENSG00000243509,O95407,NM_003823,TNFRSF6B,114301
219,66206,HGNC:20044,GEMIN6,79833,ENSG00000152147,Q8WXD5,NM_024775,GEMIN6,122925
220,66204,HGNC:30613,SPDYA,245711,ENSG00000163806,Q5MJ70,NM_182756,SPDYA,128828
221,674,HGNC:18603,COL25A1,84570,ENSG00000188517,Q9BXS0,NM_032518,COL25A1,124143
222,676,HGNC:23727,CACUL1,143384,ENSG00000151893,Q86Y37,NM_153810,CACUL1,126801
223,33458,HGNC:8547,P4HA2,8974,ENSG00000072682,O15460,NM_004199,P4HA2,114464
224,66241,HGNC:14540,WNK1,65125,ENSG00000060237,Q9H4A3,NM_018979,WNK1,122403
225,710,HGNC:18624,FKBP11,51303,ENSG00000134285,Q9NYL4,NM_016594,FKBP11,119454
226,33483,HGNC:5122,HOXC10,3226,ENSG00000180818,Q9NYD6,NM_017409,HOXC10,109466
227,66253,HGNC:15713,ANAPC5,51433,ENSG00000089053,Q9UJX4,NM_001137559,ANAPC5,119537
228,33487,HGNC:15926,STMN3,50861,ENSG00000197457,Q9NZ72,NM_015894,STMN3,119161
229,33488,HGNC:1476,CAPN1,823,ENSG00000014216,P07384,NM_001198868,CAPN1,107273
230,721,HGNC:672,RHOG,391,ENSG00000177105,P84095,NM_001665,RHOG,106884
231,66259,HGNC:4837,HCCS,3052,ENSG00000004961,P53701,NM_001122608,HCCS,109302
232,33493,HGNC:10860,ST6GAL1,6480,ENSG00000073849,P15907,NM_173216,ST6GAL1,112374
233,726,HGNC:10372,RPLP1,6176,ENSG00000137818,P05386,NM_001003,RPLP1,112095
234,33494,HGNC:17793,VTI1B,10490,ENSG00000100568,Q9UEU0,NM_006370,VTI1B,115753
235,33495,HGNC:19881,EMILIN2,84034,ENSG00000132205,Q9BXX0,NM_032048,EMILIN2,123848
236,33497,HGNC:16725,DNAAF11,23639,ENSG00000129295,Q86X45,NM_012472,LRRC6,117167
237,731,HGNC:13490,WDR7,23335,ENSG00000091157,Q9Y4E6,NM_001382485,WDR7,116922
238,33503,HGNC:9596,PTGER4,5734,ENSG00000171522,P35408,NM_000958,PTGER4,111706
239,735,HGNC:9108,PMAIP1,5366,ENSG00000141682,Q13794,NM_021127,PMAIP1,111379
240,66287,HGNC:30405,PRSS33,260429,ENSG00000103355,Q8NF86,NM_152891,PRSS33,129278
241,66292,HGNC:1530,MICU1,10367,ENSG00000107745,Q9BPX6,NM_006077,MICU1,115646
242,33532,HGNC:3765,FLT3,2322,ENSG00000122025,P36888,NM_004119,FLT3,108610
243,66308,HGNC:29831,NADK,65220,ENSG00000008130,O95544,NM_023018,NADK,122408
244,33541,HGNC:26021,LYAR,55646,ENSG00000145220,Q9NX58,NM_017816,LYAR,120780
245,33542,HGNC:2637,CYP3A4,1576,ENSG00000160868,P08684,NM_001202855,CYP3A4,107948
246,778,HGNC:16462,STRBP,55342,ENSG00000165209,Q96SI9,NM_001171137,STRBP,120623
247,66317,HGNC:30180,FAM216A,29902,ENSG00000204856,,NM_013300,FAM216A,118951
248,785,HGNC:11526,TACR1,6869,ENSG00000115353,P25103,NM_001058,TACR1,112732
249,789,HGNC:7596,MYO1B,4430,ENSG00000128641,O43795,NM_012223,MYO1B,110567
250,66330,HGNC:21348,CENPU,79682,ENSG00000151725,Q71F23,NM_024629,CENPU,122805
251,66334,HGNC:20742,FAXC,84553,ENSG00000146267,Q5TGI0,NM_032511,FAXC,124136
252,800,HGNC:6609,LILRB5,10990,ENSG00000105609,O75023,NM_001081442,LILRB5,116186
253,33574,HGNC:3259,EIF2B3,8891,ENSG00000070785,Q9NR50,NM_020365,EIF2B3,114408
254,66343,HGNC:21270,GRWD1,83743,ENSG00000105447,Q9BQ67,NM_031485,GRWD1,123751
255,807,HGNC:12021,TPST2,8459,ENSG00000128294,O60704,NM_003595,TPST2,114037
256,66347,HGNC:6602,LILRA1,11024,ENSG00000104974,O75019,NM_006863,LILRA1,116214
257,812,HGNC:10729,SEMA4A,64218,ENSG00000196189,Q9H3S1,NM_022367,SEMA4A,122108
258,33581,HGNC:13082,LTN1,26046,ENSG00000198862,O94822,NM_015565,LTN1,117509
259,822,HGNC:16611,LCE1B,353132,ENSG00000196734,Q5T7P3,NM_178349,LCE1B,131639
260,33591,HGNC:26202,MRM1,79922,ENSG00000278619,Q6IN84,NM_024864,MRM1,122999
261,33594,HGNC:26623,TMEM17,200728,ENSG00000186889,Q86X19,NM_198276,TMEM17,128342
262,33598,HGNC:1100,BRCA1,672,ENSG00000012048,P38398,NM_007294,BRCA1,107140
263,66367,HGNC:20134,GLRX5,51218,ENSG00000182512,Q86SX6,NM_016417,GLRX5,119386
264,66369,HGNC:14278,MRPL13,28998,ENSG00000172172,Q9BYD1,NM_014078,MRPL13,118817
265,66371,HGNC:4472,GPR18,2841,ENSG00000125245,Q14330,NM_001098200,GPR18,109100
266,839,HGNC:3265,EIF2S1,1965,ENSG00000134001,P05198,NM_004094,EIF2S1,108285
267,33613,HGNC:9307,PPP2R3A,5523,ENSG00000073711,Q06190,NM_002718,PPP2R3A,111515
268,66381,HGNC:8687,PCDHB2,56133,ENSG00000112852,Q9Y5E7,NM_018936,PCDHB2,121073
269,847,HGNC:30064,PBRM1,55193,ENSG00000163939,Q86U86,NM_018165,PBRM1,120490
