unified_id,kg_id,hgnc_id,symbol,entrez_id,ensembl_gene_id,uniprot_ids,refseq_accession,symbol_in_kg,biogrid_id
5212,82713,HGNC:12463,UBB,7314,ENSG00000170315,P0CG47,NM_018955,UBB,113162
5213,17183,HGNC:31952,KLHL33,123103,ENSG00000185271,,NM_001109997,KLHL33,125816
5214,17187,HGNC:24009,APOOL,139322,ENSG00000155008,Q6UXV4,NM_198450,APOOL,126558
5215,49955,HGNC:13128,ZNF711,7552,ENSG00000147180,Q9Y462,NM_021998,ZNF711,113384
5216,82738,HGNC:11486,VAMP7,6845,ENSG00000124333,P51809,NM_005638,VAMP7,112712
5217,49971,HGNC:12419,TUBG2,27175,ENSG00000037042,Q9NRH3,NM_016437,TUBG2,118052
5218,82740,HGNC:2314,CPNE1,8904,ENSG00000214078,Q99829,NM_152930,CPNE1,114418
5219,17206,HGNC:24170,BRIX1,55299,ENSG00000113460,Q8TDN6,NM_018321,BRIX1,120586
5220,17210,HGNC:26255,C3orf52,79669,ENSG00000114529,,NM_024616,C3orf52,122794
5221,17213,HGNC:24641,VPS35L,57020,ENSG00000103544,Q7Z3J2,NM_020314,VPS35L,121329
5222,49988,HGNC:30599,CHMP4C,92421,ENSG00000164695,Q96CF2,NM_152284,CHMP4C,124946
5223,82758,HGNC:5006,HMGCR,3156,ENSG00000113161,P04035,NM_000859,HMGCR,109399
5224,82765,HGNC:1224,LDLRAD4,753,ENSG00000168675,O15165,NM_181481,LDLRAD4,107209
5225,82767,HGNC:11035,SLC4A9,83697,ENSG00000113073,Q96Q91,NM_031467,SLC4A9,123731
5226,17237,HGNC:570,AP3M2,10947,ENSG00000070718,P53677,NM_001134296,AP3M2,116147
5227,50011,HGNC:7091,MICB,4277,ENSG00000204516,Q29980,NM_005931,MICB,110424
5228,82783,HGNC:26147,AGBL5,60509,ENSG00000084693,Q8NDL9,NM_021831,AGBL5,121935
5229,50016,HGNC:9894,RBL2,5934,ENSG00000103479,Q08999,NM_005611,RBL2,111869
5230,82785,HGNC:25732,KLHL25,64410,ENSG00000183655,Q9H0H3,NM_022480,KLHL25,122162
5231,17252,HGNC:9898,RBM12,10137,ENSG00000244462,Q9NTZ6,NM_006047,RBM12,115440
5232,17256,HGNC:27270,OLFML2A,169611,ENSG00000185585,Q68BL7,NM_182487,OLFML2A,127983
5233,17262,HGNC:13017,ZNF224,7767,ENSG00000267680,Q9NZL3,NM_013398,ZNF224,113550
5234,82803,HGNC:26333,SRFBP1,153443,ENSG00000151304,Q8NEF9,NM_152546,SRFBP1,127495
5235,82810,HGNC:6487,LAMB2,3913,ENSG00000172037,P55268,NM_002292,LAMB2,110107
5236,17280,HGNC:3229,EGF,1950,ENSG00000138798,P01133,NM_001178130,EGF,108270
5237,17287,HGNC:15789,METAP1,23173,ENSG00000164024,P53582,NM_015143,METAP1,116785
5238,82826,HGNC:25960,NUP62CL,54830,ENSG00000198088,Q9H1M0,NM_017681,NUP62CL,120184
5239,17291,HGNC:8869,PFDN5,5204,ENSG00000123349,Q99471,NM_002624,PFDN5,111226
5240,82827,HGNC:7797,NFKBIA,4792,ENSG00000100906,P25963,NM_020529,NFKBIA,110859
5241,50065,HGNC:13652,BDP1,55814,ENSG00000145734,A6H8Y1,NM_018429,BDP1,120924
5242,17301,HGNC:10759,SERP1,27230,ENSG00000120742,Q9Y6X1,NM_014445,SERP1,118079
5243,82839,HGNC:10344,RPL35,11224,ENSG00000136942,P42766,NM_007209,RPL35,116392
5244,17306,HGNC:13239,EVA1C,59271,ENSG00000166979,P58658,NM_058187,EVA1C,121863
5245,50080,HGNC:8542,P2RY4,5030,ENSG00000186912,P51582,NM_002565,P2RY4,111069
5246,82848,HGNC:23696,TIPARP,25976,ENSG00000163659,Q7Z3E1,NM_015508,TIPARP,117460
5247,17319,HGNC:25151,ADAT3,113179,ENSG00000213638,Q96EY9,NM_138422,ADAT3,125231
5248,50093,HGNC:13818,SLC12A5,57468,ENSG00000124140,Q9H2X9,NM_001134771,SLC12A5,121538
5249,82871,HGNC:1814,CEACAM1,634,ENSG00000079385,P13688,NM_001712,CEACAM1,107103
5250,17340,HGNC:11475,SURF2,6835,ENSG00000148291,Q15527,NM_017503,SURF2,112702
5251,50110,HGNC:30685,TXLNA,200081,ENSG00000084652,P40222,NM_175852,TXLNA,128297
5252,17342,HGNC:21075,TMEM200A,114801,ENSG00000164484,Q86VY9,NM_052913,TMEM200A,125362
5253,82882,HGNC:13209,ARHGEF5,7984,ENSG00000050327,Q12774,NM_005435,ARHGEF5,113696
5254,82883,HGNC:10770,SF3B3,23450,ENSG00000189091,Q15393,NM_012426,SF3B3,117016
5255,50116,HGNC:26249,MAP3K19,80122,ENSG00000176601,Q56UN5,NM_025052,MAP3K19,123124
5256,50120,HGNC:2865,DHH,50846,ENSG00000139549,O43323,NM_021044,DHH,119151
5257,17353,HGNC:9942,PRPH2,5961,ENSG00000112619,P23942,NM_000322,PRPH2,111893
5258,82893,HGNC:13176,IKZF1,10320,ENSG00000185811,Q13422,NM_006060,IKZF1,115604
5259,17358,HGNC:8855,PEX13,5194,ENSG00000162928,Q92968,NM_002618,PEX13,111217
5260,50127,HGNC:7619,PPP1R12B,4660,ENSG00000077157,O60237,NM_032105,PPP1R12B,110743
5261,17364,HGNC:6717,LTBP4,8425,ENSG00000090006,Q8N2S1,NM_003573,LTBP4,114009
5262,50137,HGNC:9577,PSPH,5723,ENSG00000146733,P78330,NM_004577,PSPH,111695
5263,17374,HGNC:13721,RCE1,9986,ENSG00000173653,Q9Y256,NM_005133,RCE1,115307
5264,50143,HGNC:16941,SCGN,10590,ENSG00000079689,O76038,NM_006998,SCGN,115839
5265,50149,HGNC:16492,FHIP2B,64760,ENSG00000158863,,NM_001354250,FAM160B2,122273
5266,50153,HGNC:11088,SLK,9748,ENSG00000065613,Q9H2G2,NM_014720,SLK,115096
5267,82922,HGNC:21401,SMIM8,57150,ENSG00000111850,Q96KF7,NM_020425,SMIM8,121407
5268,17387,HGNC:4247,GGCX,2677,ENSG00000115486,P38435,NM_000821,GGCX,108945
5269,17385,HGNC:16285,TRIM35,23087,ENSG00000104228,Q9UPQ4,NM_171982,TRIM35,116716
5270,82923,HGNC:11773,TGFBR2,7048,ENSG00000163513,P37173,NM_001024847,TGFBR2,112906
5271,17393,HGNC:427,ALK,238,ENSG00000171094,Q9UM73,NM_004304,ALK,106739
5272,17399,HGNC:15870,RAB5IF,55969,ENSG00000101084,Q9BUV8,NM_018840,RAB5IF,121015
5273,17401,HGNC:3009,DPP4,1803,ENSG00000197635,P27487,NM_001379604,DPP4,108137
5274,17407,HGNC:15936,NCOA6,23054,ENSG00000198646,Q14686,NM_014071,NCOA6,116691
5275,50175,HGNC:25563,FAM222B,55731,ENSG00000173065,Q8WU58,NM_018182,FAM222B,120850
5276,50176,HGNC:2625,CYP2D6,1565,ENSG00000100197,P10635,NM_000106,CYP2D6,107940
5277,82945,HGNC:5226,HSF2BP,11077,ENSG00000160207,O75031,NM_007031,HSF2BP,116260
5278,17412,HGNC:25539,RFWD3,55159,ENSG00000168411,Q6PCD5,NM_018124,RFWD3,120460
5279,82949,HGNC:927,B4GALT4,8702,ENSG00000121578,O60513,NM_003778,B4GALT4,114245
5280,82957,HGNC:1310,TMEM184B,25829,ENSG00000198792,Q9Y519,NM_012264,TMEM184B,117357
5281,17421,HGNC:29229,NWD2,57495,ENSG00000174145,,NM_001144990,NWD2,121562
5282,17430,HGNC:13724,ATP6V0D1,9114,ENSG00000159720,P61421,NM_004691,ATP6V0D1,114564
5283,82967,HGNC:30785,SAP30BP,29115,ENSG00000161526,Q9UHR5,NM_013260,SAP30BP,118881
5284,82974,HGNC:4571,GRIA1,2890,ENSG00000155511,P42261,NM_000827,GRIA1,109147
5285,50210,HGNC:11993,TOP3B,8940,ENSG00000100038,O95985,NM_003935,TOP3B,114452
5286,50215,HGNC:24324,NELFB,25920,ENSG00000188986,Q8WX92,NM_015456,NELFB,117421
5287,50216,HGNC:18634,UNC5D,137970,ENSG00000156687,Q6UXZ4,NM_001322818,UNC5D,126494
5288,17448,HGNC:5399,IFI35,3430,ENSG00000068079,P80217,NM_005533,IFI35,109656
5289,50223,HGNC:29644,GDE1,51573,ENSG00000006007,Q9NZC3,NM_016641,GDE1,119618
5290,17457,HGNC:1591,CCNF,899,ENSG00000162063,P41002,NM_001761,CCNF,107339
5291,82994,HGNC:10313,RPL21,6144,ENSG00000122026,P46778,NM_000982,RPL21,112064
5292,17460,HGNC:10065,TRIM39,56658,ENSG00000204599,Q9HCM9,NM_172016,TRIM39,121170
5293,17461,HGNC:11285,SRD5A2,6716,ENSG00000277893,P31213,NM_000348,SRD5A2,112594
5294,50229,HGNC:5048,HNRNPU,3192,ENSG00000153187,Q00839,NM_031844,HNRNPU,109433
5295,83000,HGNC:10724,SEMA3B,7869,ENSG00000012171,Q13214,NM_001005914,SEMA3B,113618
5296,17464,HGNC:189,ADAM11,4185,ENSG00000073670,O75078,NM_002390,ADAM11,110351
5297,50235,HGNC:1080,POLR3D,661,ENSG00000168495,P05423,NM_001722,POLR3D,107129
5298,17469,HGNC:11859,TSPAN4,7106,ENSG00000214063,O14817,NM_001025234,TSPAN4,112961
5299,50238,HGNC:15502,LENG1,79165,ENSG00000105617,,NM_024316,LENG1,122582
5300,50242,HGNC:6211,ANOS1,3730,ENSG00000011201,P23352,NM_000216,ANOS1,109933
5301,50243,HGNC:29808,TMPRSS13,84000,ENSG00000137747,Q9BYE2,NM_032046,TMPRSS13,123845
5302,50247,HGNC:14239,SLC2A11,66035,ENSG00000133460,Q9BYW1,NM_030807,SLC2A11,122454
5303,17482,HGNC:10706,SEC24D,9871,ENSG00000150961,O94855,NM_001318066,SEC24D,115204
5304,50256,HGNC:26916,N4BP2L2,10443,ENSG00000244754,Q92802,NM_014887,N4BP2L2,115708
5305,17495,HGNC:77,ABL2,27,ENSG00000143322,P42684,NM_005158,ABL2,106545
5306,83033,HGNC:16154,SNX21,90203,ENSG00000124104,Q969T3,NM_033421,SNX21,124677
5307,17501,HGNC:30882,USE1,55850,ENSG00000053501,Q9NZ43,NM_018467,USE1,120952
5308,17503,HGNC:2858,DGUOK,1716,ENSG00000114956,Q16854,NM_001318859,DGUOK,108062
5309,83041,HGNC:2013,AP3S1,1176,ENSG00000177879,Q92572,NM_001364119,AP3S1,107590
5310,83044,HGNC:6954,MCPH1,79648,ENSG00000147316,Q8NEM0,NM_024596,MCPH1,122776
5311,50284,HGNC:6547,LDLR,3949,ENSG00000130164,P01130,NM_000527,LDLR,110141
5312,17517,HGNC:26072,HERC6,55008,ENSG00000138642,Q8IVU3,NM_001165136,HERC6,120340
5313,83052,HGNC:21905,MIOS,54468,ENSG00000164654,Q9NXC5,NM_019005,MIOS,119974
5314,17518,HGNC:8086,OAS1,4938,ENSG00000089127,P00973,NM_001032409,OAS1,110992
5315,50289,HGNC:15889,FERMT1,55612,ENSG00000101311,Q9BQL6,NM_017671,FERMT1,120752
5316,50290,HGNC:2397,CRYBB1,1414,ENSG00000100122,P53674,NM_001887,CRYBB1,107804
5317,50297,HGNC:1616,CCT3,7203,ENSG00000163468,P49368,NM_005998,CCT3,113054
5318,17530,HGNC:23693,GPR160,26996,ENSG00000173890,Q9UJ42,NM_014373,GPR160,117943
5319,83065,HGNC:13420,PRUNE1,58497,ENSG00000143363,Q86TP1,NM_021222,PRUNE1,121827
5320,50303,HGNC:7690,NDUFA6,4700,ENSG00000184983,P56556,NM_002490,NDUFA6,110780
5321,83074,HGNC:3649,FEM1B,10116,ENSG00000169018,Q9UK73,NM_015322,FEM1B,115421
5322,50314,HGNC:12826,XPOT,11260,ENSG00000184575,O43592,NM_007235,XPOT,116420
5323,17552,HGNC:2326,CPSF3,51692,ENSG00000119203,Q9UKF6,NM_016207,CPSF3,119680
5324,50322,HGNC:4181,GBF1,8729,ENSG00000107862,Q92538,NM_001199378,GBF1,114268
5325,17558,HGNC:5120,HOXB9,3219,ENSG00000170689,P17482,NM_024017,HOXB9,109459
5326,83100,HGNC:8714,PCDHGB7,56099,ENSG00000254122,Q9Y5F8,NM_018927,PCDHGB7,121039
5327,17565,HGNC:2730,DDR1,780,ENSG00000204580,Q08345,NM_013994,DDR1,107234
5328,17568,HGNC:28472,TMEM43,79188,ENSG00000170876,Q9BTV4,NM_024334,TMEM43,122601
5329,50336,HGNC:18649,GULP1,51454,ENSG00000144366,Q9UBP9,NM_016315,GULP1,119550
5330,83106,HGNC:11578,TBC1D1,23216,ENSG00000065882,Q86TI0,NM_015173,TBC1D1,116823
5331,83110,HGNC:25621,ACOXL,55289,ENSG00000153093,Q9NUZ1,NM_018308,ACOXL,120577
5332,83111,HGNC:8845,PER1,5187,ENSG00000179094,O15534,NM_002616,PER1,111210
5333,17585,HGNC:17340,PRPF8,10594,ENSG00000174231,Q6P2Q9,NM_006445,PRPF8,115842
5334,83128,HGNC:6636,LMNA,4000,ENSG00000160789,P02545,NM_170707,LMNA,110186
5335,17593,HGNC:20376,SUMF1,285362,ENSG00000144455,Q8NBK3,NM_182760,SUMF1,130091
5336,17603,HGNC:26955,ZBTB47,92999,ENSG00000114853,Q9UFB7,NM_145166,ZBTB47,124993
5337,50373,HGNC:17601,CADM3,57863,ENSG00000162706,Q8N126,NM_021189,CADM3,121793
5338,17607,HGNC:25292,ZNF700,90592,ENSG00000196757,Q9H0M5,NM_144566,ZNF700,124740
5339,17608,HGNC:17037,TFB1M,51106,ENSG00000029639,Q8WVM0,NM_001350501,TFB1M,119295
5340,50379,HGNC:11443,STX8,9482,ENSG00000170310,Q9UNK0,NM_004853,STX8,114867
5341,17614,HGNC:6584,LHB,3972,ENSG00000104826,P01229,NM_000894,LHB,110160
5342,83153,HGNC:6009,IL2RB,3560,ENSG00000100385,P14784,NM_000878,IL2RB,109775
5343,83157,HGNC:17024,PHF11,51131,ENSG00000136147,Q9UIL8,NM_016119,PHF11,119318
5344,83158,HGNC:1787,CDKN2A,1029,ENSG00000147889,P42771,NM_000077,CDKN2A,107463
5345,50393,HGNC:29824,MYL11,29895,ENSG00000180209,Q96A32,NM_013292,MYLPF,118947
5346,17634,HGNC:7884,NOTCH4,4855,ENSG00000204301,Q99466,NM_004557,NOTCH4,110917
5347,50407,HGNC:26265,NOL9,79707,ENSG00000162408,Q5SY16,NM_024654,NOL9,122825
5348,50409,HGNC:11831,TK2,7084,ENSG00000166548,O00142,NM_001172643,TK2,112939
5349,83178,HGNC:9997,RGS16,6004,ENSG00000143333,O15492,NM_002928,RGS16,111936
5350,83183,HGNC:3696,FGL2,10875,ENSG00000127951,Q14314,NM_006682,FGL2,116083
5351,17651,HGNC:4004,FUBP1,8880,ENSG00000162613,Q96AE4,NM_003902,FUBP1,114399
5352,17657,HGNC:20779,NDST4,64579,ENSG00000138653,Q9H3R1,NM_022569,NDST4,122205
5353,17659,HGNC:15592,SS18L1,26039,ENSG00000184402,O75177,NM_001301778,SS18L1,117505
5354,50428,HGNC:18656,RIOK1,83732,ENSG00000124784,Q9BRS2,NM_031480,RIOK1,123743
5355,50430,HGNC:1985,CIT,11113,ENSG00000122966,O14578,NM_007174,CIT,116290
5356,83198,HGNC:14436,RAPH1,65059,ENSG00000173166,Q70E73,NM_025252,RAPH1,122380
5357,50439,HGNC:44671,FMC1-LUC7L2,100996928,ENSG00000269955,,NM_001244584,FMC1-LUC7L2,3190610
5358,17676,HGNC:16119,PDRG1,81572,ENSG00000088356,Q9NUG6,NM_030815,PDRG1,123533
5359,83214,HGNC:290,GRK3,157,ENSG00000100077,P35626,NM_005160,GRK3,106666
5360,83221,HGNC:3070,DUSP4,1846,ENSG00000120875,Q13115,NM_001394,DUSP4,108179
5361,50456,HGNC:4610,GRSF1,2926,ENSG00000132463,Q12849,NM_002092,GRSF1,109182
5362,83225,HGNC:12814,XPA,7507,ENSG00000136936,P23025,NM_000380,XPA,113344
5363,17690,HGNC:30377,SCRIB,23513,ENSG00000180900,Q14160,NM_015356,SCRIB,117060
5364,50461,HGNC:676,ARHGAP6,395,ENSG00000047648,O43182,NM_013427,ARHGAP6,106888
5365,83231,HGNC:8601,REG3A,5068,ENSG00000172016,Q06141,NM_002580,REG3A,111103
5366,83236,HGNC:24502,WDR62,284403,ENSG00000075702,O43379,NM_015671,WDR62,129863
5367,50468,HGNC:11738,TEX15,56154,ENSG00000133863,Q9BXT5,NM_001350162,TEX15,121088
5368,50473,HGNC:20593,VPS39,23339,ENSG00000166887,Q96JC1,NM_015289,VPS39,116925
5369,83245,HGNC:12612,USP14,9097,ENSG00000101557,P54578,NM_005151,USP14,114551
5370,83251,HGNC:30910,VWA1,64856,ENSG00000179403,Q6PCB0,NM_022834,VWA1,122329
5371,17718,HGNC:19248,UBE2Q2,92912,ENSG00000140367,Q8WVN8,NM_173469,UBE2Q2,124986
5372,83263,HGNC:19019,TRIM46,80128,ENSG00000163462,Q7Z4K8,NM_025058,TRIM46,123129
5373,17729,HGNC:14928,UBXN6,80700,ENSG00000167671,Q9BZV1,NM_025241,UBXN6,123263
5374,50497,HGNC:25724,JMJD4,65094,ENSG00000081692,Q9H9V9,NM_023007,JMJD4,122393
5375,50500,HGNC:19075,TIFA,92610,ENSG00000145365,Q96CG3,NM_052864,TIFA,124962
5376,17740,HGNC:18593,NEK11,79858,ENSG00000114670,Q8NG66,NM_024800,NEK11,122947
5377,50509,HGNC:5964,IL10RA,3587,ENSG00000110324,Q13651,NM_001558,IL10RA,109801
5378,83281,HGNC:11260,SPRR1B,6699,ENSG00000169469,P22528,NM_003125,SPRR1B,112577
5379,50516,HGNC:2091,CLTB,1212,ENSG00000175416,P09497,NM_001364126,CLTB,107622
5380,17750,HGNC:7693,NDUFA9,4704,ENSG00000139180,Q16795,NM_005002,NDUFA9,110784
5381,17752,HGNC:13554,ATP11C,286410,ENSG00000101974,Q8NB49,NM_173694,ATP11C,130370
5382,50522,HGNC:11536,TAF2,6873,ENSG00000064313,Q6P1X5,NM_003184,TAF2,112736
5383,17757,HGNC:16857,KLF16,83855,ENSG00000129911,Q9BXK1,NM_031918,KLF16,123771
5384,17758,HGNC:21052,KCTD20,222658,ENSG00000112078,Q7Z5Y7,NM_173562,KCTD20,128809
5385,50526,HGNC:14399,CPVL,54504,ENSG00000106066,Q9H3G5,NM_019029,CPVL,120000
5386,50535,HGNC:2327,CPSF4,10898,ENSG00000160917,O95639,NM_001081559,CPSF4,116104
5387,83308,HGNC:29103,ATP2C2,9914,ENSG00000064270,O75185,NM_014861,ATP2C2,115243
5388,17772,HGNC:23239,ZNF473,25888,ENSG00000142528,Q8WTR7,NM_001308424,ZNF473,117398
5389,50544,HGNC:11715,TEAD2,8463,ENSG00000074219,Q15562,NM_003598,TEAD2,114041
5390,17780,HGNC:18152,TNFRSF12A,51330,ENSG00000006327,Q9NP84,NM_016639,TNFRSF12A,119478
5391,17794,HGNC:886,ATRX,546,ENSG00000085224,P46100,NM_000489,ATRX,107028
5392,83332,HGNC:13158,ZNF83,55769,ENSG00000167766,P51522,NM_018300,ZNF83,120886
5393,50574,HGNC:543,ANXA5,308,ENSG00000164111,P08758,NM_001154,ANXA5,106805
5394,83344,HGNC:15673,PHIP,55023,ENSG00000146247,Q8WWQ0,NM_017934,PHIP,120353
5395,83345,HGNC:8153,OPRD1,4985,ENSG00000116329,P41143,NM_000911,OPRD1,111030
5396,17809,HGNC:19093,PSD3,23362,ENSG00000156011,Q9NYI0,NM_015310,PSD3,116943
5397,50590,HGNC:25560,RPRD1A,55197,ENSG00000141425,Q96P16,NM_018170,RPRD1A,120494
5398,50591,HGNC:8888,PGAM1,5223,ENSG00000171314,P18669,NM_002629,PGAM1,111244
5399,17830,HGNC:30142,GDF15,9518,ENSG00000130513,Q99988,NM_004864,GDF15,114895
5400,50602,HGNC:22213,ZNF777,27153,ENSG00000196453,Q9ULD5,NM_015694,ZNF777,118035
5401,17836,HGNC:4272,GIT1,28964,ENSG00000108262,Q9Y2X7,NM_014030,GIT1,118789
5402,83375,HGNC:24270,DPH5,51611,ENSG00000117543,Q9H2P9,NM_015958,DPH5,119637
5403,17845,HGNC:3394,EPHB3,2049,ENSG00000182580,P54753,NM_004443,EPHB3,108363
5404,17848,HGNC:20749,ZDHHC20,253832,ENSG00000180776,Q5W0Z9,NM_153251,ZDHHC20,128991
5405,83386,HGNC:1483,CAPN6,827,ENSG00000077274,Q9Y6Q1,NM_014289,CAPN6,107277
5406,83391,HGNC:16925,ARAP1,116985,ENSG00000186635,Q96P48,NM_001040118,ARAP1,125548
5407,17856,HGNC:14809,OR10G4,390264,ENSG00000254737,Q8NGN3,NM_001004462,OR10G4,133478
5408,17863,HGNC:13266,DDX24,57062,ENSG00000089737,Q9GZR7,NM_020414,DDX24,121353
5409,17864,HGNC:11748,TFCP2,7024,ENSG00000135457,Q12800,NM_005653,TFCP2,112882
5410,50633,HGNC:3613,FCGR1A,2209,ENSG00000150337,P12314,NM_000566,FCGR1A,108503
5411,83401,HGNC:17156,LY96,23643,ENSG00000154589,Q9Y6Y9,NM_015364,LY96,117170
5412,17867,HGNC:29210,MIER2,54531,ENSG00000105556,Q8N344,NM_017550,MIER2,120019
5413,50638,HGNC:18370,RAB1B,81876,ENSG00000174903,Q9H0U4,NM_030981,RAB1B,123619
5414,83412,HGNC:12854,YWHAQ,10971,ENSG00000134308,P27348,NM_006826,YWHAQ,116168
5415,17877,HGNC:9774,RAB35,11021,ENSG00000111737,Q15286,NM_001167606,RAB35,116211
5416,50645,HGNC:11291,SRF,6722,ENSG00000112658,P11831,NM_003131,SRF,112600
5417,83415,HGNC:622,APPBP2,10513,ENSG00000062725,Q92624,NM_006380,APPBP2,115769
5418,50650,HGNC:29682,GFM2,84340,ENSG00000164347,Q969S9,NM_032380,GFM2,124062
5419,17884,HGNC:11374,STC2,8614,ENSG00000113739,O76061,NM_003714,STC2,114172
5420,17887,HGNC:33526,PPAN-P2RY11,692312,ENSG00000243207,,NM_001040664,PPAN-P2RY11,593098
5421,83424,HGNC:14096,ZNF324,25799,ENSG00000083812,O75467,NM_014347,ZNF324,117331
5422,17890,HGNC:9904,RBM7,10179,ENSG00000076053,Q9Y580,NM_016090,RBM7,115478
5423,50658,HGNC:9862,RAP2B,5912,ENSG00000181467,P61225,NM_002886,RAP2B,111847
5424,83426,HGNC:22982,JADE3,9767,ENSG00000102221,Q92613,NM_014735,JADE3,115113
5425,17893,HGNC:470,AMPD3,272,ENSG00000133805,Q01432,NM_000480,AMPD3,106769
5426,17894,HGNC:4242,GFPT2,9945,ENSG00000131459,O94808,NM_005110,GFPT2,115270
5427,50663,HGNC:7749,NEK6,10783,ENSG00000119408,Q9HC98,NM_014397,NEK6,116000
5428,83432,HGNC:25387,KATNAL2,83473,ENSG00000167216,Q8IYT4,NM_031303,KATNAL2,123661
5429,50672,HGNC:3347,EXOG,9941,ENSG00000157036,Q9Y2C4,NM_005107,EXOG,115267
5430,17910,HGNC:3311,SERPINB1,1992,ENSG00000021355,P30740,NM_030666,SERPINB1,108307
5431,17915,HGNC:11014,SLC30A3,7781,ENSG00000115194,Q99726,NM_001318949,SLC30A3,113562
5432,17924,HGNC:23383,ZBTB26,57684,ENSG00000171448,Q9HCK0,NM_020924,ZBTB26,121711
5433,83462,HGNC:13505,ZNF304,57343,ENSG00000131845,Q9HCX3,NM_001290318,ZNF304,121493
5434,50695,HGNC:30297,RCC2,55920,ENSG00000179051,Q9P258,NM_018715,RCC2,121001
5435,83464,HGNC:14678,KCTD12,115207,ENSG00000178695,Q96CX2,NM_138444,KCTD12,125419
5436,83465,HGNC:32583,METAP1D,254042,ENSG00000172878,Q6UB28,NM_199227,METAP1D,129008
5437,83468,HGNC:28637,LRCH3,84859,ENSG00000186001,Q96II8,NM_032773,LRCH3,124307
5438,83469,HGNC:21317,DYM,54808,ENSG00000141627,Q7RTS9,NM_017653,DYM,120165
5439,50701,HGNC:12869,ZFX,7543,ENSG00000005889,P17010,NM_003410,ZFX,113375
5440,50703,HGNC:25173,ZNF689,115509,ENSG00000156853,Q96CS4,NM_138447,ZNF689,125436
5441,50707,HGNC:8506,OSM,5008,ENSG00000099985,P13725,NM_020530,OSM,111049
5442,17940,HGNC:12953,ZNF165,7718,ENSG00000197279,P49910,NM_003447,ZNF165,113511
5443,17946,HGNC:6065,INHA,3623,ENSG00000123999,P05111,NM_002191,INHA,109835
5444,83482,HGNC:10880,PMEL,6490,ENSG00000185664,P40967,NM_006928,PMEL,112381
5445,50722,HGNC:17675,XPO5,57510,ENSG00000124571,Q9HAV4,NM_020750,XPO5,121574
5446,17955,HGNC:24301,EMC7,56851,ENSG00000134153,Q9NPA0,NM_020154,EMC7,121211
5447,50724,HGNC:87,ACAD8,27034,ENSG00000151498,Q9UKU7,NM_014384,ACAD8,117965
5448,83491,HGNC:2316,CPNE3,8895,ENSG00000085719,O75131,NM_003909,CPNE3,114412
5449,83496,HGNC:9807,RAD17,5884,ENSG00000152942,O75943,NM_133344,RAD17,111821
5450,50732,HGNC:1580,CCNB2,9133,ENSG00000157456,O95067,NM_004701,CCNB2,114581
5451,17964,HGNC:3037,DSC3,1825,ENSG00000134762,Q14574,NM_001941|NM_024423,DSC3,108159
5452,83518,HGNC:4894,HGFAC,3083,ENSG00000109758,Q04756,NM_001297439,HGFAC,109331
5453,83522,HGNC:13302,GPR63,81491,ENSG00000112218,Q9BZJ6,NM_001143957,GPR63,123500
5454,83526,HGNC:11401,TSSK2,23617,ENSG00000206203,Q96PF2,NM_053006,TSSK2,117150
5455,50759,HGNC:11118,SMN2,6607,ENSG00000205571,,NM_017411,SMN2,112491
5456,83529,HGNC:10599,SCNN1A,6337,ENSG00000111319,P37088,NM_001038,SCNN1A,112241
5457,83534,HGNC:27750,RIMOC1,285636,ENSG00000205765,A6NDU8,NM_175921,C5orf51,130165
5458,50767,HGNC:6984,ME2,4200,ENSG00000082212,P23368,NM_002396,ME2,110364
5459,83540,HGNC:9311,PPP2R5C,5527,ENSG00000078304,Q13362,NM_002719,PPP2R5C,111519
5460,18008,HGNC:23818,RRP1B,23076,ENSG00000160208,Q14684,NM_015056,RRP1B,116708
5461,50777,HGNC:14247,ATP5MG,10632,ENSG00000167283,O75964,NM_006476,ATP5MG,115876
5462,50782,HGNC:24627,DCBLD2,131566,ENSG00000057019,Q96PD2,NM_080927,DCBLD2,126285
5463,83551,HGNC:11216,SPAG7,9552,ENSG00000091640,O75391,NM_004890,SPAG7,114924
5464,50784,HGNC:22225,CCDC136,64753,ENSG00000128596,Q96JN2,NM_022742,CCDC136,122267
5465,83555,HGNC:20303,SLC30A8,169026,ENSG00000164756,Q8IWU4,NM_173851,SLC30A8,127975
5466,18027,HGNC:28945,WDR43,23160,ENSG00000163811,Q15061,NM_015131,WDR43,116772
5467,18031,HGNC:15715,MAP1S,55201,ENSG00000130479,Q66K74,NM_018174,MAP1S,120498
5468,18041,HGNC:16698,SORCS2,57537,ENSG00000184985,Q96PQ0,NM_020777,SORCS2,121596
5469,83578,HGNC:14006,TRPV6,55503,ENSG00000165125,Q9H1D0,NM_014274,TRPV6,120683
5470,83579,HGNC:2312,CPN1,1369,ENSG00000120054,P15169,NM_001308,CPN1,107761
5471,50813,HGNC:9993,RGS11,8786,ENSG00000076344,O94810,NM_001286485,RGS11,114314
5472,83582,HGNC:13356,MCOLN1,57192,ENSG00000090674,Q9GZU1,NM_020533,MCOLN1,121441
5473,50815,HGNC:16115,WFDC12,128488,ENSG00000168703,Q8WWY7,NM_080869,WFDC12,126126
5474,18048,HGNC:3511,EXO1,9156,ENSG00000174371,Q9UQ84,NM_006027,EXO1,114602
5475,83590,HGNC:7707,NDUFS1,4719,ENSG00000023228,P28331,NM_005006,NDUFS1,110799
